#
# Primitive polynomials 1 + (1+x)^k + (1+x)^n over GF(2) for n<=400
#
# An entry n,k,0 means 1 + (1+x)^k + (1+x)^n is primitive.
# All entries n,*,* correspond to polynomials of degree n, i.e. 0<k<n
#.
# Generated by Joerg Arndt, 2006-October-18
#

151,84,0
151,85,0
151,88,0
151,100,0
151,105,0
151,108,0
151,112,0
151,120,0
151,136,0
151,142,0
151,148,0
153,1,0
153,8,0
153,145,0
153,152,0
154,15,0
154,139,0
155,62,0
155,93,0
156,61,0
156,65,0
156,95,0
156,99,0
156,145,0
156,147,0
159,31,0
159,34,0
159,40,0
159,119,0
159,125,0
159,128,0
161,18,0
161,39,0
161,60,0
161,101,0
161,122,0
161,143,0
162,63,0
162,99,0
162,135,0
166,37,0
166,129,0
167,6,0
167,35,0
167,59,0
167,77,0
167,90,0
167,108,0
167,132,0
167,161,0
169,34,0
169,42,0
169,57,0
169,84,0
169,85,0
169,112,0
169,127,0
169,135,0
170,11,0
170,23,0
170,147,0
170,159,0
172,165,0
174,117,0
174,161,0
175,6,0
175,16,0
175,18,0
175,57,0
175,118,0
175,157,0
175,159,0
175,169,0
177,8,0
177,22,0
177,88,0
177,89,0
177,155,0
177,169,0
178,31,0
178,87,0
178,147,0
180,27,0
180,33,0
180,45,0
180,177,0
182,81,0
182,101,0
183,56,0
183,127,0
185,24,0
185,41,0
185,69,0
185,116,0
185,144,0
185,161,0
191,9,0
191,18,0
191,51,0
191,71,0
191,120,0
191,140,0
191,173,0
191,182,0
193,15,0
193,73,0
193,85,0
193,108,0
193,120,0
193,178,0
194,87,0
196,33,0
196,129,0
196,163,0
198,9,0
198,65,0
199,34,0
199,67,0
199,132,0
199,165,0
201,14,0
201,59,0
201,79,0
201,122,0
201,184,0
201,187,0
202,55,0
204,99,0
204,105,0
204,177,0
207,43,0
207,164,0
209,6,0
209,8,0
209,14,0
209,45,0
209,47,0
209,50,0
209,62,0
209,147,0
209,159,0
209,162,0
209,164,0
209,195,0
209,201,0
209,203,0
215,23,0
215,51,0
215,77,0
215,101,0
215,114,0
215,138,0
215,152,0
215,164,0
215,192,0
217,45,0
217,64,0
217,66,0
217,82,0
217,85,0
217,132,0
217,135,0
217,151,0
217,153,0
217,172,0
218,11,0
218,71,0
218,83,0
218,147,0
218,203,0
218,207,0
220,33,0
220,171,0
220,213,0
223,33,0
223,34,0
223,64,0
223,70,0
223,91,0
223,132,0
223,153,0
223,159,0
223,189,0
223,190,0
225,32,0
225,74,0
225,97,0
225,109,0
225,116,0
225,128,0
225,137,0
225,193,0
231,26,0
231,34,0
231,91,0
231,140,0
231,197,0
231,205,0
233,74,0
233,159,0
234,203,0
236,5,0
236,231,0
238,73,0
238,165,0
239,36,0
239,81,0
239,158,0
239,203,0
241,70,0
241,171,0
242,95,0
242,147,0
244,111,0
244,133,0
247,82,0
247,102,0
247,145,0
247,165,0
249,86,0
249,163,0
250,103,0
250,147,0
252,33,0
252,53,0
252,67,0
252,105,0
252,135,0
253,46,0
253,207,0
255,52,0
255,56,0
255,199,0
255,203,0
257,12,0
257,41,0
257,48,0
257,51,0
257,65,0
257,192,0
257,206,0
257,209,0
257,216,0
257,245,0
258,71,0
258,187,0
260,35,0
260,165,0
260,225,0
260,245,0
263,93,0
263,170,0
265,42,0
265,127,0
265,138,0
265,223,0
266,47,0
268,61,0
268,243,0
270,53,0
270,137,0
270,217,0
271,58,0
271,70,0
271,201,0
271,213,0
273,23,0
273,28,0
273,53,0
273,55,0
273,56,0
273,67,0
273,88,0
273,92,0
273,98,0
273,160,0
273,163,0
273,175,0
273,181,0
273,206,0
273,217,0
273,218,0
273,220,0
273,250,0
274,67,0
274,135,0
274,139,0
274,175,0
276,63,0
276,91,0
276,185,0
278,5,0
278,273,0
279,5,0
279,10,0
279,38,0
279,40,0
279,41,0
279,73,0
279,80,0
279,125,0
279,154,0
279,203,0
279,206,0
279,220,0
279,238,0
279,241,0
279,269,0
281,93,0
281,99,0
281,182,0
281,188,0
282,63,0
282,247,0
284,99,0
284,119,0
284,141,0
284,143,0
284,231,0
286,73,0
286,217,0
287,71,0
287,116,0
287,125,0
287,162,0
287,171,0
287,216,0
289,21,0
289,36,0
289,84,0
289,205,0
289,253,0
289,268,0
292,195,0
294,33,0
294,61,0
294,213,0
294,245,0
295,48,0
295,112,0
295,123,0
295,142,0
295,147,0
295,148,0
295,153,0
295,172,0
295,183,0
295,247,0
297,5,0
297,122,0
297,160,0
297,175,0
297,194,0
297,214,0
297,292,0
300,45,0
300,55,0
300,73,0
300,75,0
300,147,0
300,209,0
300,243,0
300,293,0
300,295,0
302,41,0
302,261,0
305,102,0
305,203,0
310,217,0
313,79,0
313,121,0
313,192,0
313,234,0
314,299,0
316,135,0
316,181,0
316,253,0
318,45,0
318,273,0
319,36,0
319,52,0
319,190,0
319,267,0
319,283,0
321,31,0
321,41,0
321,56,0
321,76,0
321,82,0
321,155,0
321,166,0
321,239,0
321,245,0
321,265,0
321,280,0
322,67,0
324,81,0
324,135,0
324,273,0
327,34,0
327,152,0
327,175,0
327,293,0
329,50,0
329,54,0
329,275,0
329,279,0
332,123,0
333,2,0
333,331,0
337,55,0
337,57,0
337,135,0
337,139,0
337,147,0
337,190,0
337,198,0
337,202,0
337,280,0
337,282,0
340,295,0
342,133,0
342,209,0
343,75,0
343,135,0
343,138,0
343,159,0
343,205,0
343,208,0
343,268,0
345,22,0
345,106,0
345,239,0
345,308,0
346,63,0
346,283,0
348,103,0
348,245,0
350,53,0
351,34,0
351,55,0
351,79,0
351,134,0
351,217,0
351,235,0
351,272,0
351,296,0
351,317,0
353,69,0
353,95,0
353,138,0
353,143,0
353,153,0
353,173,0
353,180,0
353,200,0
353,210,0
353,215,0
353,258,0
353,284,0
354,99,0
354,135,0
359,68,0
359,117,0
359,242,0
359,291,0
362,63,0
362,255,0
364,9,0
364,67,0
364,355,0
366,29,0
366,337,0
367,21,0
367,171,0
367,196,0
367,346,0
369,91,0
369,259,0
369,278,0
370,139,0
370,187,0
370,231,0
372,135,0
372,207,0
372,261,0
375,16,0
375,64,0
375,149,0
375,182,0
375,193,0
375,226,0
375,311,0
375,359,0
377,41,0
377,75,0
377,302,0
377,336,0
378,107,0
378,147,0
378,231,0
378,315,0
378,335,0
380,105,0
380,333,0
382,301,0
383,90,0
383,108,0
383,135,0
383,248,0
383,275,0
383,293,0
385,6,0
385,51,0
385,54,0
385,111,0
385,226,0
385,243,0
385,274,0
385,331,0
385,334,0
385,361,0
385,379,0
386,83,0
390,301,0
390,381,0
391,28,0
391,31,0
391,360,0
391,363,0
393,7,0
393,62,0
393,91,0
393,302,0
393,331,0
393,386,0
394,135,0
396,25,0
396,51,0
396,87,0
396,109,0
399,49,0
399,86,0
399,109,0
399,154,0
399,181,0
399,218,0
399,245,0
399,290,0
399,313,0
399,350,0
